"siteID","year","month","day","AEDABS","AEDALB","AEDATL","AEDCAN","AEDCAN1","AEDCAN2","AEDCAN3","AEDCIN","AEDCOM","AEDDIA","AEDDUP","AEDEXC","AEDFIT","AEDFLA","AEDFUL","AEDGRO","AEDHEN","AEDINF","AEDINT","AEDJAP","AEDMIT","AEDPRO","AEDPUN","AEDSOL","AEDSPP","AEDSTI","AEDTAE","AEDTHI","AEDTOR","AEDTRI","AEDTRI1","AEDVEX","ANOBAR","ANOCRU","ANOPER","ANOPSE","ANOPUN","ANOQUA","ANOSPP1","ANOWAL","COQPER","CULCOR","CULERR","CULIMP","CULINO","CULMEL","CULMOR","CULNIG","CULPIP","CULQUI","CULRES","CULSAL","CULSPP","CULSPP3","CULTER","MANDYA","MANTIT","ORTSIG","PSOCIL","PSOCOL","PSOCYA","PSOFER","PSOHOR","PSOHOW","PSOMAT","PSOSPP","URASAP","URASPP","<NA>"
"BART",2019,11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"DSNY",2014,4,17,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,11,NA,12,NA,3,NA,NA,4,NA,5,NA,NA,NA,7,NA,8,NA,NA,10,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,7
"DSNY",2014,4,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,9,NA,10,NA,5,NA,NA,6,NA,5,NA,NA,NA,5,NA,9,NA,NA,10,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2014,5,14,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,1,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,1,NA,9,NA,NA,NA,NA,10,NA,15,NA,7,NA,NA,8,NA,13,NA,NA,NA,11,NA,10,NA,NA,8,NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2014,5,15,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,4,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,9,NA,NA,NA,2,10,NA,10,1,8,NA,NA,6,NA,10,NA,NA,NA,10,NA,9,NA,1,10,NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2014,6,11,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,4,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,1,13,NA,10,NA,9,NA,NA,8,NA,9,NA,NA,NA,6,NA,12,NA,NA,9,NA,4,10,NA,NA,NA,NA,NA,NA,NA,NA,2
"DSNY",2014,6,12,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,1,9,NA,11,NA,8,NA,NA,7,NA,9,NA,NA,NA,8,NA,9,NA,NA,9,NA,4,6,NA,NA,NA,NA,NA,1,NA,NA,NA
"DSNY",2014,7,9,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,6,NA,NA,NA,NA,NA,1,NA,NA,9,NA,NA,NA,NA,11,NA,11,NA,8,NA,NA,4,NA,16,NA,NA,NA,8,NA,13,NA,NA,7,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2014,7,10,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,10,NA,NA,NA,NA,10,NA,11,1,9,NA,NA,8,NA,10,NA,NA,NA,7,NA,10,NA,NA,8,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2014,8,6,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,5,NA,NA,NA,NA,NA,1,1,NA,8,NA,NA,NA,NA,11,NA,11,NA,11,NA,NA,5,NA,14,NA,NA,NA,3,NA,12,NA,NA,9,NA,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2014,8,7,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,4,10,NA,12,NA,10,NA,NA,6,NA,10,NA,NA,NA,4,1,10,NA,NA,10,NA,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2014,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,2,10,NA,19,NA,11,NA,NA,5,NA,13,NA,NA,NA,2,NA,8,NA,NA,14,NA,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2014,9,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,2,10,NA,16,NA,10,NA,NA,7,NA,10,NA,NA,NA,2,NA,6,NA,NA,10,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2014,10,29,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,5,9,NA,14,NA,12,NA,NA,2,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2014,10,30,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,5,6,NA,10,NA,9,NA,NA,3,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2016,4,5,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,5,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,6,NA,12,NA,NA,NA,1,6,NA,13,NA,3,NA,NA,6,NA,1,NA,NA,NA,7,NA,NA,NA,NA,3,NA,10,12,NA,NA,NA,NA,NA,NA,NA,NA,1
"DSNY",2016,4,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,6,NA,9,NA,NA,NA,1,3,NA,9,NA,4,NA,NA,2,NA,1,NA,NA,NA,7,NA,NA,NA,NA,4,NA,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2016,4,26,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,3,7,NA,10,NA,7,NA,NA,8,NA,2,NA,NA,NA,6,NA,3,NA,NA,6,NA,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2016,4,27,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,1,3,NA,9,NA,4,NA,NA,3,NA,2,NA,NA,NA,7,NA,NA,NA,NA,4,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA,1
"DSNY",2016,4,28,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,2,4,NA,9,NA,5,NA,NA,5,NA,2,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2016,5,24,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,2,5,NA,9,NA,5,NA,NA,5,NA,3,NA,NA,NA,1,NA,NA,NA,NA,9,NA,7,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2016,5,25,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,1,4,NA,9,NA,3,NA,NA,4,NA,3,NA,NA,NA,2,NA,NA,NA,NA,5,NA,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2016,6,21,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2016,6,22,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2016,7,19,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,6,NA,5,NA,5,NA,NA,1,NA,6,NA,NA,NA,NA,NA,1,NA,NA,5,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2016,7,20,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,5,NA,6,NA,6,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2016,7,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2016,8,17,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2016,8,18,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2016,9,13,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,8,NA,11,NA,8,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,1,NA,NA,9,NA,9,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2016,9,14,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,2,10,NA,11,NA,11,NA,NA,2,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2016,9,15,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2016,10,12,NA,NA,10,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,7,NA,NA,NA,NA,NA,1,NA,NA,13,NA,NA,NA,2,8,NA,10,NA,10,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2016,10,13,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,2,9,NA,10,NA,9,NA,NA,4,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2016,11,8,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,10,13,NA,12,NA,7,NA,NA,6,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA
"DSNY",2016,11,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,8,9,NA,9,NA,9,NA,NA,3,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2017,3,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,1,9,NA,11,NA,3,NA,NA,5,NA,1,NA,NA,NA,4,1,6,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2017,3,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,10,NA,10,NA,7,NA,NA,6,NA,5,NA,NA,1,3,NA,3,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2017,4,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,1,5,NA,13,NA,8,NA,NA,4,NA,2,NA,NA,NA,6,NA,NA,NA,NA,7,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1
"DSNY",2017,4,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,1,5,NA,10,NA,5,NA,NA,5,NA,NA,NA,NA,NA,4,NA,1,NA,NA,7,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA
"DSNY",2017,5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,11,NA,NA,NA,1,8,NA,11,NA,11,NA,NA,6,NA,6,NA,NA,NA,5,1,2,NA,NA,9,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2017,5,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,1,NA,6,NA,6,NA,NA,1,NA,3,NA,NA,NA,1,NA,2,NA,NA,7,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2017,6,20,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,1,NA,7,NA,12,NA,NA,3,NA,13,NA,NA,NA,8,NA,5,NA,NA,1,NA,5,10,NA,NA,NA,NA,NA,NA,NA,NA,1
"DSNY",2017,6,21,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,7,NA,9,NA,NA,1,NA,10,NA,NA,NA,10,NA,NA,NA,NA,2,NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2017,7,18,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,5,5,NA,7,NA,11,NA,NA,2,NA,15,NA,NA,NA,3,1,1,NA,NA,6,NA,6,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2017,7,19,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,7,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,2,5,NA,9,NA,10,NA,NA,5,NA,10,NA,NA,NA,1,NA,1,NA,NA,4,NA,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2017,8,15,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,12,2,NA,11,NA,16,NA,NA,3,NA,18,NA,NA,NA,2,NA,NA,NA,NA,7,NA,7,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2017,8,16,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,9,5,NA,10,NA,10,NA,NA,6,NA,10,NA,NA,NA,3,NA,NA,NA,NA,7,NA,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2017,9,21,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,5,NA,NA,3,NA,9,NA,NA,3,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,9,13,NA,1,NA,NA,NA,NA,NA,NA,NA
"DSNY",2017,9,22,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,6,NA,NA,3,NA,7,NA,NA,3,NA,7,NA,NA,NA,1,NA,NA,NA,NA,4,NA,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2017,10,10,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,10,NA,NA,9,NA,13,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2017,10,11,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,8,NA,NA,9,NA,9,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2017,11,7,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,11,9,NA,10,NA,11,NA,NA,3,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2017,11,8,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,10,7,NA,10,1,10,NA,NA,8,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2017,12,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,8,11,NA,6,NA,10,NA,NA,7,NA,10,NA,NA,NA,3,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2017,12,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,8,8,NA,5,NA,6,NA,NA,5,NA,10,NA,NA,NA,2,NA,NA,NA,NA,8,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DSNY",2018,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
